Sağlanan Şartlar,Score %
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, CYPHER_PATTERN",47.75
"MACD_VOLUME, FIBONACCI_SUPPORT, STRONG_SIGNAL",47.75
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND",47.75
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, CYPHER_PATTERN",47.75
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",47.75
"MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",47.75
"RSI_DIVERGENCE, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",47.75
"RSI_DIVERGENCE, MACD_VOLUME, SUPER_TREND, FORECAST, CYPHER_PATTERN",47.75
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",47.75
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, STRONG_SIGNAL",47.75
"RSI_DIVERGENCE, EMA_CONDITION, TREND_KIRILDI_4H, CYPHER_PATTERN",47.75
"SUPER_TREND, FORECAST, STRONG_SIGNAL",47.75
"EMA_CONDITION, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",47.75
"RSI_DIVERGENCE, FIBONACCI_SUPPORT, SUPER_TREND, CYPHER_PATTERN",47.75
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST",47.75
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, CYPHER_PATTERN",47.75
"RSI_DIVERGENCE, FORECAST, STRONG_SIGNAL",47.75
"FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL",47.75
"MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",46.85
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, TREND_KIRILDI_4H",46.85
"RSI_DIVERGENCE, MACD_VOLUME, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H, CYPHER_PATTERN",46.85
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, CYPHER_PATTERN",46.85
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FORECAST, TREND_KIRILDI_4H",46.85
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, TREND_KIRILDI_4H, CYPHER_PATTERN",46.85
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST",46.85
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, CYPHER_PATTERN",46.85
"RSI_DIVERGENCE, EMA_CONDITION, SUPER_TREND, TREND_KIRILDI_4H",46.85
"EMA_CONDITION, NEAR_LOWER_CHANNEL, STRONG_SIGNAL",46.85
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",46.85
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H",46.85
"NEAR_LOWER_CHANNEL, STRONG_SIGNAL, TREND_KIRILDI_4H",46.85
"NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",46.85
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",46.85
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, CYPHER_PATTERN",46.85
"MACD_VOLUME, NEAR_LOWER_CHANNEL, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",46.85
"MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",46.85
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H",46.85
"MACD_VOLUME, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",46.85
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, TREND_KIRILDI_4H",46.85
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, CYPHER_PATTERN",46.85
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, CYPHER_PATTERN",46.85
"EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",46.85
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H, CYPHER_PATTERN",46.85
"EMA_CONDITION, FIBONACCI_SUPPORT, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",46.85
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H",46.85
"EMA_CONDITION, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",46.85
"EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",46.85
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST",46.85
"PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, TREND_KIRILDI_4H",46.85
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN",45.95
"MACD_VOLUME, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",45.95
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FORECAST, CYPHER_PATTERN",45.95
"MACD_VOLUME, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",45.95
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",45.95
"RSI_DIVERGENCE, FIBONACCI_SUPPORT, TREND_KIRILDI_4H, CYPHER_PATTERN",45.95
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, CYPHER_PATTERN",45.95
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST",45.95
"EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND, CYPHER_PATTERN",45.95
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",45.95
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND",45.95
"FIBONACCI_SUPPORT, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",45.95
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND",45.95
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND",45.95
"MACD_VOLUME, EMA_CONDITION, SUPER_TREND, FORECAST, CYPHER_PATTERN",45.95
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, CYPHER_PATTERN",45.95
"FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",45.95
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H",45.95
"EMA_CONDITION, FORECAST, STRONG_SIGNAL",45.95
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, SUPER_TREND, TREND_KIRILDI_4H",45.95
"STRONG_SIGNAL, CYPHER_PATTERN",45.95
"MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",45.95
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",45.95
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, FORECAST, TREND_KIRILDI_4H",45.95
"RSI_DIVERGENCE, MACD_VOLUME, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",45.95
"RSI_DIVERGENCE, MACD_VOLUME, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",45.95
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",45.95
"EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",45.95
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, CYPHER_PATTERN",45.95
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, CYPHER_PATTERN",45.05
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST",45.05
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FORECAST, STRONG_SIGNAL",45.05
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, TREND_KIRILDI_4H, CYPHER_PATTERN",45.05
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, CYPHER_PATTERN",45.05
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST",45.05
"MACD_VOLUME, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL",45.05
"MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",45.05
"RSI_DIVERGENCE, MACD_VOLUME, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",45.05
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, CYPHER_PATTERN",45.05
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, SUPER_TREND, FORECAST",45.05
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",45.05
"MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H, CYPHER_PATTERN",45.05
"RSI_DIVERGENCE, STRONG_SIGNAL",45.05
"RSI_DIVERGENCE, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",45.05
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST",45.05
"MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",45.05
"SUPER_TREND, STRONG_SIGNAL",45.05
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",45.05
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, STRONG_SIGNAL",45.05
"EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",45.05
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, CYPHER_PATTERN",45.05
"FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",45.05
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, TREND_KIRILDI_4H",45.05
"RSI_DIVERGENCE, MACD_VOLUME, SUPER_TREND, CYPHER_PATTERN",45.05
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST",45.05
"RSI_DIVERGENCE, FIBONACCI_SUPPORT, SUPER_TREND, TREND_KIRILDI_4H",45.05
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND",45.05
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H",45.05
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, CYPHER_PATTERN",45.05
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, TREND_KIRILDI_4H",44.14
"EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",44.14
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, TREND_KIRILDI_4H",44.14
"EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",44.14
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, CYPHER_PATTERN",44.14
"MACD_VOLUME, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, CYPHER_PATTERN",44.14
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H",44.14
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST",44.14
"MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",44.14
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, FORECAST, CYPHER_PATTERN",44.14
"NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",44.14
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND",44.14
"EMA_CONDITION, FIBONACCI_SUPPORT, TREND_KIRILDI_4H, CYPHER_PATTERN",44.14
"FIBONACCI_SUPPORT, FORECAST, STRONG_SIGNAL",44.14
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND",44.14
"MACD_VOLUME, EMA_CONDITION, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",44.14
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H",44.14
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H",44.14
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H, CYPHER_PATTERN",44.14
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, CYPHER_PATTERN",43.24
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, CYPHER_PATTERN",43.24
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, CYPHER_PATTERN",43.24
"MACD_VOLUME, EMA_CONDITION, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",43.24
"RSI_DIVERGENCE, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",43.24
"MACD_VOLUME, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",43.24
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",43.24
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",43.24
"RSI_DIVERGENCE, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, FORECAST, CYPHER_PATTERN",43.24
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FORECAST, CYPHER_PATTERN",43.24
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND",43.24
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST",43.24
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FORECAST, TREND_KIRILDI_4H",43.24
"MACD_VOLUME, EMA_CONDITION, SUPER_TREND, CYPHER_PATTERN",43.24
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, TREND_KIRILDI_4H",43.24
"RSI_DIVERGENCE, MACD_VOLUME, TREND_KIRILDI_4H, CYPHER_PATTERN",43.24
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, CYPHER_PATTERN",43.24
"EMA_CONDITION, STRONG_SIGNAL",43.24
"STRONG_SIGNAL, TREND_KIRILDI_4H",43.24
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, TREND_KIRILDI_4H, CYPHER_PATTERN",43.24
"EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND, TREND_KIRILDI_4H",43.24
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",43.24
"NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",43.24
"EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",43.24
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H",43.24
"EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, CYPHER_PATTERN",43.24
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, TREND_KIRILDI_4H",43.24
"PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",43.24
"MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H, CYPHER_PATTERN",43.24
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, CYPHER_PATTERN",42.34
"RSI_DIVERGENCE, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",42.34
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, SUPER_TREND, CYPHER_PATTERN",42.34
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, FORECAST, CYPHER_PATTERN",42.34
"RSI_DIVERGENCE, MACD_VOLUME, SUPER_TREND, TREND_KIRILDI_4H",42.34
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, SUPER_TREND",42.34
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND",42.34
"RSI_DIVERGENCE, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST",42.34
"NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL",42.34
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT",42.34
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST",42.34
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST",42.34
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H",42.34
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, TREND_KIRILDI_4H",42.34
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",42.34
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN",42.34
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND",42.34
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",42.34
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H",42.34
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST",42.34
"EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H, CYPHER_PATTERN",42.34
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",42.34
"MACD_VOLUME, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",42.34
"MACD_VOLUME, FIBONACCI_SUPPORT, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",42.34
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, TREND_KIRILDI_4H",42.34
"MACD_VOLUME, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",42.34
"RSI_DIVERGENCE, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",42.34
"MACD_VOLUME, NEAR_LOWER_CHANNEL, STRONG_SIGNAL",42.34
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, CYPHER_PATTERN",42.34
"MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",42.34
"EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",41.44
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, FORECAST, TREND_KIRILDI_4H",41.44
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, FORECAST",41.44
"RSI_DIVERGENCE, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, CYPHER_PATTERN",41.44
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST",41.44
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, CYPHER_PATTERN",41.44
"MACD_VOLUME, FIBONACCI_SUPPORT, SUPER_TREND, CYPHER_PATTERN",41.44
"FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",41.44
"MACD_VOLUME, FORECAST, STRONG_SIGNAL",41.44
"MACD_VOLUME, EMA_CONDITION, TREND_KIRILDI_4H, CYPHER_PATTERN",41.44
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND",41.44
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST",41.44
"MACD_VOLUME, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",41.44
"EMA_CONDITION, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",41.44
"FIBONACCI_SUPPORT, STRONG_SIGNAL",41.44
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H",41.44
"RSI_DIVERGENCE, SUPER_TREND, FORECAST, CYPHER_PATTERN",41.44
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",41.44
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, CYPHER_PATTERN",41.44
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, CYPHER_PATTERN",41.44
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, SUPER_TREND",40.54
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, TREND_KIRILDI_4H",40.54
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H",40.54
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FORECAST, TREND_KIRILDI_4H",40.54
"EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",40.54
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST",40.54
"RSI_DIVERGENCE, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H",40.54
